[0.21185226 0.78814774]
[0.17846167 0.82153833]
[0.29083638 0.70916362]
[0.16756167 0.83243833]
[0.47570122 0.52429878]
[0.31554724 0.68445276]
[0.21870381 0.78129619]
[0.10885947 0.89114053]
[0.34132431 0.65867569]
[0.12816219 0.87183781]
[0.26583593 0.73416407]
[0.28166598 0.71833402]
[0.09689784 0.90310216]
[0.25808475 0.74191525]
[0.02478379 0.97521621]
[0.09590221 0.90409779]
[0.05856793 0.94143207]
[0.04202072 0.95797928]
[0.11028778 0.88971222]
[0.09576602 0.90423398]
[0.1990747 0.8009253]
[0.98951108 0.01048892]
[0.10566331 0.89433669]
[0.32535752 0.67464248]
[0.29182448 0.70817552]
[0.41438934 0.58561066]
[0.23395868 0.76604132]
[0.02701438 0.97298562]
[0.08499323 0.91500677]
[0.10009671 0.89990329]
[0.17846167 0.82153833]
[0.77692403 0.22307597]
[0.11091718 0.88908282]
[0.70047179 0.29952821]
[0.13136331 0.86863669]
[0.35775387 0.64224613]
[0.18802709 0.81197291]
[0.08465932 0.91534068]
[0.00867612 0.99132388]
[0.41468861 0.58531139]
[0.20572761 0.79427239]
[0.01951636 0.98048364]
[0.27378273 0.72621727]
[0.25440022 0.74559978]
[0.29566829 0.70433171]
[0.69716344 0.30283656]
[0.41335537 0.58664463]
[0.11338772 0.88661228]
[0.45955898 0.54044102]
[0.16083807 0.83916193]
[0.33345433 0.66654567]
[0.0612861 0.9387139]
[0.09542507 0.90457493]
[0.12802617 0.87197383]
[0.33256981 0.66743019]
[0.16632612 0.83367388]
[0.41585644 0.58414356]
[0.26590282 0.73409718]
[0.87746393 0.12253607]
[0.20376188 0.79623812]
[0.261506 0.738494]
[0.14507764 0.85492236]
[0.51293256 0.48706744]
[0.69929293 0.30070707]
[0.18295809 0.81704191]
[0.23988718 0.76011282]
[0.14902676 0.85097324]
[0.23076475 0.76923525]
[0.20172161 0.79827839]
[0.34270027 0.65729973]
[0.05287861 0.94712139]
[0.29402501 0.70597499]
[0.00108295 0.99891705]
[0.31913803 0.68086197]
[0.06490136 0.93509864]
[0.09425885 0.90574115]
[0.3945793 0.6054207]
[0.15335398 0.84664602]
[0.06199036 0.93800964]
[0.1943264 0.8056736]
[0.16311024 0.83688976]
[0.06464815 0.93535185]
[0.240741 0.759259]
[0.59216193 0.40783807]
[0.89505136 0.10494864]
[0.32034589 0.67965411]
[0.08442709 0.91557291]
[0.69775245 0.30224755]
[0.05454125 0.94545875]
[0.09262511 0.90737489]
[0.29853194 0.70146806]
[0.240741 0.759259]
[0.09664109 0.90335891]
[0.28823921 0.71176079]
[0.4336085 0.5663915]
[0.01200846 0.98799154]
[0.54907226 0.45092774]
[0.20223437 0.79776563]
[0.3085541 0.6914459]
[0.00775823 0.99224177]
[0.2923024 0.7076976]
[0.26217519 0.73782481]
[0.2270545 0.7729455]
[0.17934524 0.82065476]
[0.75300184 0.24699816]
[0.04519245 0.95480755]
[0.26860651 0.73139349]
[0.29157298 0.70842702]
[0.85991957 0.14008043]
[0.09819846 0.90180154]
[0.13136331 0.86863669]
[0.04415843 0.95584157]
[0.25571139 0.74428861]
[0.68114979 0.31885021]
[0.21716953 0.78283047]
[0.86911844 0.13088156]
[0.25615808 0.74384192]
[0.01264541 0.98735459]
[0.01198747 0.98801253]
[0.0037082 0.9962918]
[0.15335324 0.84664676]
[0.20978268 0.79021732]
[0.09542507 0.90457493]
[0.41415176 0.58584824]
[0.28470941 0.71529059]
[0.28792534 0.71207466]
[0.28941735 0.71058265]
[0.00931646 0.99068354]
[0.24031766 0.75968234]
[0.40075141 0.59924859]
[0.23114985 0.76885015]
[0.12442419 0.87557581]
[0.12802617 0.87197383]
[0.120269 0.879731]
[0.01254137 0.98745863]
[0.2923024 0.7076976]
[0.40775601 0.59224399]
[0.9663163 0.0336837]
[0.43560815 0.56439185]
[0.20081068 0.79918932]
[0.06577977 0.93422023]
[0.32109841 0.67890159]
[0.40541116 0.59458884]
[0.32627757 0.67372243]
[0.0509828 0.9490172]
[0.09747498 0.90252502]
[0.30041944 0.69958056]
[0.02677601 0.97322399]
[0.09669724 0.90330276]
[0.45910614 0.54089386]
[0.17647065 0.82352935]
[0.24113738 0.75886262]
[0.03282527 0.96717473]
[0.19945782 0.80054218]
[0.14337379 0.85662621]
[0.19253099 0.80746901]
[0.04781486 0.95218514]
[0.00955398 0.99044602]
[0.23395868 0.76604132]
[0.79220306 0.20779694]
[0.35784598 0.64215402]
[0.17076442 0.82923558]
[0.48319298 0.51680702]
[0.01473599 0.98526401]
[0.30782577 0.69217423]
[0.16207165 0.83792835]
[0.02554255 0.97445745]
[0.0396213 0.9603787]
[0.2822707 0.7177293]
[0.0972755 0.9027245]
[0.11802265 0.88197735]
[0.04026204 0.95973796]
[0.30652255 0.69347745]
[0.22463781 0.77536219]
[0.12265523 0.87734477]
[0.26308763 0.73691237]
[0.29845593 0.70154407]
[0.30204272 0.69795728]
[0.06395273 0.93604727]
[0.14195757 0.85804243]
[0.2536481 0.7463519]
[0.11622893 0.88377107]
[0.00346332 0.99653668]
[0.01081866 0.98918134]
[0.11824689 0.88175311]
[0.29597167 0.70402833]
[0.18595892 0.81404108]
[0.23494859 0.76505141]
[0.08984325 0.91015675]
[0.22124207 0.77875793]
[0.05036603 0.94963397]
[0.15109018 0.84890982]
[0.18069136 0.81930864]
[0.2030825 0.7969175]
[0.26903987 0.73096013]
[0.0574737 0.9425263]
[0.38664571 0.61335429]
[0.27892327 0.72107673]
[0.88521846 0.11478154]
[0.38661987 0.61338013]
[0.21776941 0.78223059]
[0.19104475 0.80895525]
[0.26532422 0.73467578]
[0.23494859 0.76505141]
[0.00398493 0.99601507]
[0.3310581 0.6689419]
[0.03379164 0.96620836]
[0.25808475 0.74191525]
[0.43092044 0.56907956]
[0.0968341 0.9031659]
[0.01473599 0.98526401]
[0.68360974 0.31639026]
[0.243809 0.756191]
[0.19046467 0.80953533]
[0.22449633 0.77550367]
[0.68796666 0.31203334]
[0.55743051 0.44256949]
[0.2814061 0.7185939]
[0.09867106 0.90132894]
[0.14642961 0.85357039]
[0.11221033 0.88778967]
[0.26378643 0.73621357]
[0.22890705 0.77109295]
[0.05542704 0.94457296]
[0.2377893 0.7622107]
[0.57683482 0.42316518]
[0.31364642 0.68635358]
[0.48689271 0.51310729]
[0.25298663 0.74701337]
[0.08984325 0.91015675]
[0.98410894 0.01589106]
[0.18273238 0.81726762]
[0.15204969 0.84795031]
[0.01215174 0.98784826]
[0.01034984 0.98965016]
[0.21348326 0.78651674]
[0.29845593 0.70154407]
[0.10069921 0.89930079]
[0.18860426 0.81139574]
[0.1774169 0.8225831]
[0.66372252 0.33627748]
[0.0486093 0.9513907]
[0.13544324 0.86455676]
[0.12895708 0.87104292]
[0.4024467 0.5975533]
[0.27344277 0.72655723]
[0.86816992 0.13183008]
[0.19782785 0.80217215]
[0.28792534 0.71207466]
[0.58864942 0.41135058]
[0.99894766 0.00105234]
[0.4219349 0.5780651]
[0.24196275 0.75803725]
[0.01473599 0.98526401]
[0.11001424 0.88998576]
[0.39387253 0.60612747]
[0.58413933 0.41586067]
[0.37293425 0.62706575]
[0.25201693 0.74798307]
[0.05464855 0.94535145]
[0.15422614 0.84577386]
[0.30797067 0.69202933]
[0.06498245 0.93501755]
[0.65851805 0.34148195]
[0.65422197 0.34577803]
[0.33891816 0.66108184]
[0.70501983 0.29498017]
[0.05952553 0.94047447]
[0.09990292 0.90009708]
[0.26191836 0.73808164]
[0.65284112 0.34715888]
[0.09870887 0.90129113]
[0.18299762 0.81700238]
[0.40970178 0.59029822]
[0.13961393 0.86038607]
[0.00765613 0.99234387]
[0.0082196 0.9917804]
[0.57843741 0.42156259]
[0.26217519 0.73782481]
[0.2256076 0.7743924]
[0.08789712 0.91210288]
[0.16053854 0.83946146]
[0.33650946 0.66349054]
[0.99839327 0.00160673]
[0.2062319 0.7937681]
[0.08697251 0.91302749]
[0.18144622 0.81855378]
[0.53287955 0.46712045]
[0.09387975 0.90612025]
[0.12395308 0.87604692]
[0.27442406 0.72557594]
[0.09004894 0.90995106]
[0.69312861 0.30687139]
[0.23395868 0.76604132]
[0.07866786 0.92133214]
[0.29566829 0.70433171]
[0.32749883 0.67250117]
[0.23239012 0.76760988]
[0.27798485 0.72201515]
[0.14626195 0.85373805]
[0.00994593 0.99005407]
[0.2383993 0.7616007]
[0.03530222 0.96469778]
[0.0956111 0.9043889]
[0.11160498 0.88839502]
[0.25280809 0.74719191]
[0.31802475 0.68197525]
[0.12025303 0.87974697]
[0.19860391 0.80139609]
[0.94688944 0.05311056]
[0.0778457 0.9221543]
[0.44693951 0.55306049]
[0.12513946 0.87486054]
[0.2377893 0.7622107]
[0.25078715 0.74921285]
[0.01187929 0.98812071]
[0.23530563 0.76469437]
[0.15881503 0.84118497]
[0.67674266 0.32325734]
[0.44135168 0.55864832]
[0.2091495 0.7908505]
[0.21800335 0.78199665]
[0.08777283 0.91222717]
[0.14494178 0.85505822]
[0.01249639 0.98750361]
[0.12895708 0.87104292]
[0.2097072 0.7902928]
[0.05882789 0.94117211]
[0.32021607 0.67978393]
[0.18866225 0.81133775]
[0.21289398 0.78710602]
[0.09800794 0.90199206]
[0.05864725 0.94135275]
[0.13867688 0.86132312]
[0.42023902 0.57976098]
[0.20787283 0.79212717]
[0.20339333 0.79660667]
[0.12627948 0.87372052]
[0.29566829 0.70433171]
[0.19291667 0.80708333]
[0.22902302 0.77097698]
[0.29126157 0.70873843]
[0.06695123 0.93304877]
[0.42148236 0.57851764]
[0.20339333 0.79660667]
[0.11323151 0.88676849]
[0.32589749 0.67410251]
[0.65269436 0.34730564]
[0.12567222 0.87432778]
[0.08315467 0.91684533]
[0.19498746 0.80501254]
[0.18061195 0.81938805]
[0.44653929 0.55346071]
[0.09513037 0.90486963]
[0.32837032 0.67162968]
[0.67750345 0.32249655]
[0.24230982 0.75769018]
[0.29645699 0.70354301]
[0.11771702 0.88228298]
[0.35272922 0.64727078]
[0.1819494 0.8180506]
[0.22697157 0.77302843]
[0.11664009 0.88335991]
[0.09819846 0.90180154]
[0.22529188 0.77470812]
[0.13292723 0.86707277]
[0.16373956 0.83626044]
[0.13548447 0.86451553]
[0.18924842 0.81075158]
[0.19987758 0.80012242]
[0.86170143 0.13829857]
[0.36940582 0.63059418]
[0.20569172 0.79430828]
[0.62335649 0.37664351]
[0.15881503 0.84118497]
[0.37874512 0.62125488]
[0.05542704 0.94457296]
[0.23929928 0.76070072]
[0.24354998 0.75645002]
[0.10009671 0.89990329]
[0.19996717 0.80003283]
[0.42106865 0.57893135]
[0.22430641 0.77569359]
[0.16310618 0.83689382]
[0.29727 0.70273]
[0.37108779 0.62891221]
[0.19047236 0.80952764]
[0.16074844 0.83925156]
[0.02210523 0.97789477]
[0.05891289 0.94108711]
[0.29126157 0.70873843]
[0.38327143 0.61672857]
[0.15338934 0.84661066]
[0.28078156 0.71921844]
[0.8851326 0.1148674]
[0.23114985 0.76885015]
[0.09334103 0.90665897]
[0.25362873 0.74637127]
[0.22095764 0.77904236]
[0.01322374 0.98677626]
[0.46458037 0.53541963]
[0.15429185 0.84570815]
[0.40130399 0.59869601]
[0.04911054 0.95088946]
[0.23929928 0.76070072]
[0.19372301 0.80627699]
[0.32640805 0.67359195]
[0.44303737 0.55696263]
[0.16942646 0.83057354]
[0.37939644 0.62060356]
[0.09407537 0.90592463]
[0.17435102 0.82564898]
[0.29845593 0.70154407]
[0.23301818 0.76698182]
[0.43074868 0.56925132]
[0.13615585 0.86384415]
[0.47633113 0.52366887]
[0.13580331 0.86419669]
[0.12604691 0.87395309]
[0.09590221 0.90409779]
[0.23929928 0.76070072]
[0.10611546 0.89388454]
[0.31660291 0.68339709]
[0.0346779 0.9653221]
[0.33131377 0.66868623]
[0.12336851 0.87663149]
[0.13281825 0.86718175]
[0.491867 0.508133]
[0.33457512 0.66542488]
[0.240741 0.759259]
[0.20081068 0.79918932]
[0.20918708 0.79081292]
[0.14848127 0.85151873]
[0.22721898 0.77278102]
[0.00862881 0.99137119]
[0.28672296 0.71327704]
[0.06199036 0.93800964]
[0.12508115 0.87491885]
[0.11943718 0.88056282]
[0.00839468 0.99160532]
[0.20832002 0.79167998]
[0.2290402 0.7709598]
[0.51258947 0.48741053]
[0.02498536 0.97501464]
[0.43521741 0.56478259]
[0.15816943 0.84183057]
[0.179382 0.820618]
[0.21479023 0.78520977]
[0.2445209 0.7554791]
[0.97878816 0.02121184]
[0.26628476 0.73371524]
[0.18674467 0.81325533]
[0.27073879 0.72926121]
[0.23513106 0.76486894]
[0.01473599 0.98526401]
[0.46034838 0.53965162]
[0.06299061 0.93700939]
[0.0753235 0.9246765]
[0.01059556 0.98940444]
[0.41818235 0.58181765]
[0.28690664 0.71309336]
[0.15135668 0.84864332]
[0.68636435 0.31363565]
[0.5998275 0.4001725]
[0.59787889 0.40212111]
[0.08603256 0.91396744]
[0.15116542 0.84883458]
[0.01784687 0.98215313]
[0.31491324 0.68508676]
[0.83312633 0.16687367]
[0.32703107 0.67296893]
[0.09647797 0.90352203]
[0.09870887 0.90129113]
[0.38964279 0.61035721]
[0.38580413 0.61419587]
[0.12627948 0.87372052]
[0.44551491 0.55448509]
[0.31718543 0.68281457]
[0.38196861 0.61803139]
[0.21461379 0.78538621]
[0.78139977 0.21860023]
[0.48421276 0.51578724]
[0.03691186 0.96308814]
[0.06523688 0.93476312]
[0.27798485 0.72201515]
[0.2377893 0.7622107]
[0.07574606 0.92425394]
[0.11288847 0.88711153]
[0.01260455 0.98739545]
[0.24639063 0.75360937]
[0.33522066 0.66477934]
[0.29630943 0.70369057]
[0.01280732 0.98719268]
[0.40373354 0.59626646]
[0.10584885 0.89415115]
[0.50245403 0.49754597]
[0.15550712 0.84449288]
[0.0824166 0.9175834]
[0.22316942 0.77683058]
[0.14944709 0.85055291]
[0.27798485 0.72201515]
[0.55337386 0.44662614]
[0.8663582 0.1336418]
[0.16937512 0.83062488]
[0.33003988 0.66996012]
[0.1475148 0.8524852]
[0.33003988 0.66996012]
[0.24640324 0.75359676]
[0.92581215 0.07418785]
[0.25231001 0.74768999]
[0.44650044 0.55349956]
[0.28843317 0.71156683]
[0.26182759 0.73817241]
[0.01223681 0.98776319]
[0.2822707 0.7177293]
[0.22978718 0.77021282]
[0.05625681 0.94374319]
[0.20936177 0.79063823]
[0.079974 0.920026]
[0.11914335 0.88085665]
[0.29402501 0.70597499]
[0.23530563 0.76469437]
[0.16010576 0.83989424]
[0.10337757 0.89662243]
[0.16056419 0.83943581]
[0.22848489 0.77151511]
[0.31313823 0.68686177]
[0.13515299 0.86484701]
[0.21190121 0.78809879]
[0.00602815 0.99397185]
[0.65994723 0.34005277]
[0.12984748 0.87015252]
[0.28470941 0.71529059]
[0.19059979 0.80940021]
[0.1610564 0.8389436]
[0.01473599 0.98526401]
[0.0972755 0.9027245]
[0.01473599 0.98526401]
[0.00364039 0.99635961]
[0.51959799 0.48040201]
[0.23546789 0.76453211]
[0.23395868 0.76604132]
[0.05294274 0.94705726]
[0.07891583 0.92108417]
[0.22234674 0.77765326]
[0.38560231 0.61439769]
[0.36941523 0.63058477]
[0.22697515 0.77302485]
[0.29566829 0.70433171]
[0.05358413 0.94641587]
[0.24086656 0.75913344]
[0.28470941 0.71529059]
[0.08910477 0.91089523]
[0.01215174 0.98784826]
[0.33791609 0.66208391]
[0.04485232 0.95514768]
[0.37826026 0.62173974]
[0.25508272 0.74491728]
[0.26784477 0.73215523]
[0.28777326 0.71222674]
[0.16666132 0.83333868]
[0.28792534 0.71207466]
[0.32769401 0.67230599]
[0.26543128 0.73456872]
[0.24796461 0.75203539]
[0.28131387 0.71868613]
[0.83802757 0.16197243]
[0.35174623 0.64825377]
[0.22902302 0.77097698]
[0.2923024 0.7076976]
[0.23914116 0.76085884]
[0.67434173 0.32565827]
[0.25863597 0.74136403]
[0.27701507 0.72298493]
[0.15726836 0.84273164]
[0.24318958 0.75681042]
[0.11513043 0.88486957]
[0.41529443 0.58470557]
[0.28470941 0.71529059]
[0.00862881 0.99137119]
[0.10257072 0.89742928]
[0.38184263 0.61815737]
[0.05493907 0.94506093]
[0.38733252 0.61266748]
[0.22902302 0.77097698]
[0.31290953 0.68709047]
[0.28905743 0.71094257]
[0.09704525 0.90295475]
[0.24860271 0.75139729]
[0.22421309 0.77578691]
[0.05218576 0.94781424]
[0.22942387 0.77057613]
[0.70668442 0.29331558]
[0.09390868 0.90609132]
[0.34232261 0.65767739]
[0.12746494 0.87253506]
[0.0278192 0.9721808]
[0.25280809 0.74719191]
[0.3445046 0.6554954]
[0.27707086 0.72292914]
[0.19440842 0.80559158]
[0.54406136 0.45593864]
[0.26161217 0.73838783]
[0.09870887 0.90129113]
[0.09746475 0.90253525]
[0.25508272 0.74491728]
[0.81745269 0.18254731]
[0.0722967 0.9277033]
[0.23929928 0.76070072]
[0.3415158 0.6584842]
[0.05524264 0.94475736]
[0.01215174 0.98784826]
[0.40802248 0.59197752]
[0.15804596 0.84195404]
[0.39398874 0.60601126]
[0.03498278 0.96501722]
[0.46652207 0.53347793]
[0.22757946 0.77242054]
[0.58061697 0.41938303]
[0.3198494 0.6801506]
[0.23923991 0.76076009]
[0.66944923 0.33055077]
[0.04255658 0.95744342]
[0.28109659 0.71890341]
[0.07959942 0.92040058]
[0.01622304 0.98377696]
[0.00907458 0.99092542]
[0.25991731 0.74008269]
[0.03782759 0.96217241]
[0.01997782 0.98002218]
[0.45477303 0.54522697]
[0.12023804 0.87976196]
[0.00702639 0.99297361]
[0.13210922 0.86789078]
[0.14908536 0.85091464]
[0.23929928 0.76070072]
[0.07504322 0.92495678]
[0.21185313 0.78814687]
[0.240741 0.759259]
[0.19318627 0.80681373]
[0.05650633 0.94349367]
[0.07451769 0.92548231]
[0.23089925 0.76910075]
[0.27547929 0.72452071]
[0.26793461 0.73206539]
[0.44847591 0.55152409]
[0.12879872 0.87120128]
[0.29126157 0.70873843]
[0.21934676 0.78065324]
[0.14318337 0.85681663]
[0.29402501 0.70597499]
[0.47763916 0.52236084]
[0.12938217 0.87061783]
[0.36834063 0.63165937]
[0.31081682 0.68918318]
[0.11568636 0.88431364]
[0.09575575 0.90424425]
[0.52272684 0.47727316]
[0.00895532 0.99104468]
[0.41670428 0.58329572]
[0.240741 0.759259]
[0.04812749 0.95187251]
[0.06805464 0.93194536]
[0.2434925 0.7565075]
[0.13315873 0.86684127]
[0.22851116 0.77148884]
[0.16533902 0.83466098]
[0.12503343 0.87496657]
[0.2377893 0.7622107]
[0.00907458 0.99092542]
[0.05767507 0.94232493]
[0.06547282 0.93452718]
[0.00881253 0.99118747]
[0.28792534 0.71207466]
[0.25448322 0.74551678]
[0.30933422 0.69066578]
[0.26255339 0.73744661]
[0.48075853 0.51924147]
[0.29845593 0.70154407]
[0.26983572 0.73016428]
[0.68216721 0.31783279]
[0.31676467 0.68323533]
[0.24670521 0.75329479]
[0.28905743 0.71094257]
[0.2391407 0.7608593]
[0.22985293 0.77014707]
[0.2434925 0.7565075]
[0.09575575 0.90424425]
[0.0914574 0.9085426]
[0.16416377 0.83583623]
[0.01215174 0.98784826]
[0.24318958 0.75681042]
[0.12984748 0.87015252]
[0.01085026 0.98914974]
[0.09753444 0.90246556]
[0.22128414 0.77871586]
[0.34331384 0.65668616]
[0.01473599 0.98526401]
[0.12369937 0.87630063]
[0.18860426 0.81139574]
[0.10009671 0.89990329]
[0.16262715 0.83737285]
[0.25374924 0.74625076]
[0.16602816 0.83397184]
[0.16726506 0.83273494]
[0.15097782 0.84902218]
[0.22140717 0.77859283]
[0.28706947 0.71293053]
[0.1264467 0.8735533]
[0.09772907 0.90227093]
[0.09738936 0.90261064]
[0.02306996 0.97693004]
[0.00463801 0.99536199]
[0.2923024 0.7076976]
[0.29402501 0.70597499]
[0.14639893 0.85360107]
[0.43574804 0.56425196]
[0.11215243 0.88784757]
[0.28224929 0.71775071]
[0.05009548 0.94990452]
[0.2488145 0.7511855]
[0.27391492 0.72608508]
[0.17736833 0.82263167]
[0.68510148 0.31489852]
[1.21325943e-06 9.99998787e-01]
[0.28664418 0.71335582]
[0.56836027 0.43163973]
[0.1100535 0.8899465]
[0.47816833 0.52183167]
[0.15201991 0.84798009]
[0.24050534 0.75949466]
[0.2205379 0.7794621]
[0.2167998 0.7832002]
[0.1483535 0.8516465]
[0.29566829 0.70433171]
[0.50278565 0.49721435]
[0.23395868 0.76604132]
[0.27798485 0.72201515]
[0.24227963 0.75772037]
[0.45608216 0.54391784]
[0.14842611 0.85157389]
[0.42724725 0.57275275]
[0.04828529 0.95171471]
[0.6685546 0.3314454]
[0.09028418 0.90971582]
[0.24526913 0.75473087]
[0.15205391 0.84794609]
[0.34072196 0.65927804]
[0.71909317 0.28090683]
[0.769818 0.230182]
[0.11008684 0.88991316]
[0.23747283 0.76252717]
[0.47621004 0.52378996]
[0.26506542 0.73493458]
[0.41213451 0.58786549]
[0.29126157 0.70873843]
[0.06596478 0.93403522]
[0.24318958 0.75681042]
[0.48609978 0.51390022]
[0.11067553 0.88932447]
[0.00867612 0.99132388]
[0.02592344 0.97407656]
[0.40150814 0.59849186]
[0.31862751 0.68137249]
[0.50776433 0.49223567]
[0.33928069 0.66071931]
[0.01473599 0.98526401]
[0.19897117 0.80102883]
[0.39403543 0.60596457]
[0.23694268 0.76305732]
[0.19184876 0.80815124]
[0.12746494 0.87253506]
[0.24752681 0.75247319]
[0.01243948 0.98756052]
[0.28369548 0.71630452]
[0.13246083 0.86753917]
[0.23915556 0.76084444]
[0.00425029 0.99574971]
[0.32824262 0.67175738]
[0.90968542 0.09031458]
[0.22529188 0.77470812]
[0.46618775 0.53381225]
[0.26445894 0.73554106]
[0.08567408 0.91432592]
[0.00862881 0.99137119]
[0.2859861 0.7140139]
[0.63054553 0.36945447]
[0.24796461 0.75203539]
[0.15201991 0.84798009]
[0.06395273 0.93604727]
[0.32643729 0.67356271]
[0.33938449 0.66061551]
[0.99836705 0.00163295]
[0.07140005 0.92859995]
[0.16071846 0.83928154]
[0.15201991 0.84798009]
[0.06532785 0.93467215]
[0.41162237 0.58837763]
[0.08821203 0.91178797]
[0.08382987 0.91617013]
[0.28465719 0.71534281]
[0.12464503 0.87535497]
[0.28822429 0.71177571]
[0.26076031 0.73923969]
[0.83742072 0.16257928]
[0.09542507 0.90457493]
[0.87691492 0.12308508]
[0.29126157 0.70873843]
[0.19743948 0.80256052]
[0.23687761 0.76312239]
[0.09393122 0.90606878]
[0.63360496 0.36639504]
[0.14012642 0.85987358]
[0.05542704 0.94457296]
[0.15486404 0.84513596]
[0.44301457 0.55698543]
[0.60179037 0.39820963]
[0.18419871 0.81580129]
[0.00591388 0.99408612]
[0.17268446 0.82731554]
[0.00753391 0.99246609]
[0.10829812 0.89170188]
[0.31898804 0.68101196]
[0.28792534 0.71207466]
[0.42150511 0.57849489]
[0.22686927 0.77313073]
[0.01473599 0.98526401]
[0.68629011 0.31370989]
[0.61759327 0.38240673]
[0.09590221 0.90409779]
[0.2377893 0.7622107]
[0.12372586 0.87627414]
[0.1623992 0.8376008]
[0.38547984 0.61452016]
[0.09529637 0.90470363]
[0.12395308 0.87604692]
[0.33041818 0.66958182]
[0.75072759 0.24927241]
[0.13381877 0.86618123]
[0.38570159 0.61429841]
[0.26954367 0.73045633]
[0.25069544 0.74930456]
[0.18163032 0.81836968]
[0.29003294 0.70996706]
[0.22182587 0.77817413]
[0.13712337 0.86287663]
[0.2181788 0.7818212]
[0.78410094 0.21589906]
[0.26079481 0.73920519]
[0.46799558 0.53200442]
[0.01473599 0.98526401]
[0.89582416 0.10417584]
[0.0926003 0.9073997]
[0.06804767 0.93195233]
[0.08984325 0.91015675]
[0.94914275 0.05085725]
[0.37847236 0.62152764]
[0.22529188 0.77470812]
[0.03672101 0.96327899]
[0.1203864 0.8796136]
[0.22529188 0.77470812]
[0.14918706 0.85081294]
[0.04479384 0.95520616]
[0.20157298 0.79842702]
[0.24423621 0.75576379]
[0.1791413 0.8208587]
[0.53287955 0.46712045]
[0.38237213 0.61762787]
[0.32347884 0.67652116]
[0.01332727 0.98667273]
[0.07900714 0.92099286]
[0.28584868 0.71415132]
[0.32480356 0.67519644]
[0.16158319 0.83841681]
[0.01454342 0.98545658]
[0.4921226 0.5078774]
[0.33239502 0.66760498]
[0.2710923 0.7289077]
[0.31139257 0.68860743]
[0.25724899 0.74275101]
[0.19126386 0.80873614]
[0.45781698 0.54218302]
[0.23770603 0.76229397]
[0.1387168 0.8612832]
[0.17936261 0.82063739]
[0.12215862 0.87784138]
[0.1815726 0.8184274]
[0.33996857 0.66003143]
[0.01473599 0.98526401]
[0.25433503 0.74566497]
[0.41607992 0.58392008]
[0.45340584 0.54659416]
[0.3412075 0.6587925]
[0.17345814 0.82654186]
[0.13093792 0.86906208]
[0.39842428 0.60157572]
[0.00881253 0.99118747]
[0.23494859 0.76505141]
[0.05655034 0.94344966]
[0.09716914 0.90283086]
[0.11217221 0.88782779]
[0.23285317 0.76714683]
[0.12484538 0.87515462]
[0.30294877 0.69705123]
[0.2923024 0.7076976]
[0.49249852 0.50750148]
[0.26487802 0.73512198]
[0.33283691 0.66716309]
[0.11338772 0.88661228]
[0.15113259 0.84886741]
[0.15223479 0.84776521]
[0.17494202 0.82505798]
[0.29797222 0.70202778]
[0.00513978 0.99486022]
[0.25465987 0.74534013]
[0.21197884 0.78802116]
[0.19583405 0.80416595]
[0.13042854 0.86957146]
[0.14673946 0.85326054]
[0.41414883 0.58585117]
[0.67595884 0.32404116]
[0.15840567 0.84159433]
[0.14910188 0.85089812]
[0.28141884 0.71858116]
[0.12265523 0.87734477]
[0.26217519 0.73782481]
[0.1187953 0.8812047]
[0.11516835 0.88483165]
[0.29566829 0.70433171]
[0.0193366 0.9806634]
[0.51298664 0.48701336]
[0.41070294 0.58929706]
[0.5291029 0.4708971]
[0.10064259 0.89935741]
[0.3370644 0.6629356]
[0.02026814 0.97973186]
[0.11338772 0.88661228]
[0.24151044 0.75848956]
[0.37765669 0.62234331]
[0.74179193 0.25820807]
[0.29402501 0.70597499]
[0.33499694 0.66500306]
[0.15616813 0.84383187]
[0.07986082 0.92013918]
[0.29566829 0.70433171]
[0.15842169 0.84157831]
[0.00999235 0.99000765]
[0.0926003 0.9073997]
[0.23114985 0.76885015]
[0.37015136 0.62984864]
[0.13492231 0.86507769]
[0.20562024 0.79437976]
[0.27571274 0.72428726]
[0.70868549 0.29131451]
[0.01473599 0.98526401]
[0.55810244 0.44189756]
[0.29326353 0.70673647]
[0.38523337 0.61476663]
[0.20927502 0.79072498]
[0.02108713 0.97891287]
[0.21525329 0.78474671]
[0.70310317 0.29689683]
[0.50875748 0.49124252]
[0.70912625 0.29087375]
[0.14421869 0.85578131]
[0.25200881 0.74799119]
[0.13246083 0.86753917]
[0.31430122 0.68569878]
[0.4185137 0.5814863]
[0.38564877 0.61435123]
[0.25958174 0.74041826]
[0.15621824 0.84378176]
[0.07198748 0.92801252]
[0.128684 0.871316]
[0.240741 0.759259]
[0.22718418 0.77281582]
[0.01081866 0.98918134]
[0.31594898 0.68405102]
[0.20913124 0.79086876]
[0.33262011 0.66737989]
[0.81570098 0.18429902]
[0.33586175 0.66413825]
[0.09845265 0.90154735]
[0.43380574 0.56619426]
[0.3033297 0.6966703]
[0.34362678 0.65637322]
[0.00210619 0.99789381]
[0.54031043 0.45968957]
[0.54978508 0.45021492]
[0.09393122 0.90606878]
[0.26276186 0.73723814]
[0.07728864 0.92271136]
[0.52495987 0.47504013]
[0.0926003 0.9073997]
[0.34006927 0.65993073]
[0.15844448 0.84155552]
[0.05925704 0.94074296]
[0.23494859 0.76505141]
[0.24724197 0.75275803]
[0.14809534 0.85190466]
[0.4512029 0.5487971]
